Alternate URL,Article Abstract,Author Biography,Banner,Biographical Categories,Body,Byline,Column Name,Column Number,Correction Date,Correction Text,Credit,Dateline,Day Of Week,Descriptors,Feature Page,General Online Descriptors,Guid,Headline,Kicker,Lead Paragraph,Locations,Names,News Desk,Normalized Byline,Online Descriptors,Online Headline,Online Lead Paragraph,Online Locations,Online Organizations,Online People,Online Section,Online Titles,Organizations,Page,People,Publication Date,Publication Day Of Month,Publication Month,Publication Year,Section,Series Name,Slug,Taxonomic Classifiers,Titles,Types Of Material,Url,Word Count,Filename,Sentiment and score,Sentiment,Score
,,,,,"LEAD: George P. Shultz will leave Tuesday on an eight-day swing through six African countries with close ties to the West. It is the first time the Reagan Administration has sent its Secretary of State to sub-Saharan Africa, where its policies toward South Africa have come under fire. George P. Shultz will leave Tuesday on an eight-day swing through six African countries with close ties to the West. It is the first time the Reagan Administration has sent its Secretary of State to sub-Saharan Africa, where i","DAVID K. SHIPLER, Special to the New York Times",,1,,,The New York Times,"WASHINGTON, Jan. 4",Monday,"UNITED STATES INTERNATIONAL RELATIONS|TRAVEL, PERSONAL",,,1122,SHULTZ READY FOR TOUR OF 6 BLACK AFRICAN NATIONS,,"LEAD: George P. Shultz will leave Tuesday on an eight-day swing through six African countries with close ties to the West. It is the first time the Reagan Administration has sent its Secretary of State to sub-Saharan Africa, where its policies toward South Africa have come under fire.","AFRICA|SOUTH AFRICA, REPUBLIC OF|SENEGAL, REPUBLIC OF|CAMEROON|KENYA|NIGERIA|IVORY COAST, REPUBLIC OF THE|LIBERIA",,Foreign Desk,"SHIPLER, DAVID K",,,,,,,World; Washington,,,8,DAVID K SHIPLER|GEORGE P SHULTZ|RONALD WILSON REAGAN,19870105T000000,5,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE0DA143AF936A35752C0A961948260,952,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001122.xml,"('POSITIVE', 0.9912452697753906)",POSITIVE,0.9912452697753906
,,,,,"LEAD: Almost in spite of itself, the United States economy will continue to expand in 1987, marking the fifth year of unbroken growth, according to forecasts by the Reagan Administration, the Federal Reserve Board and private economists. Almost in spite of itself, the United States economy will continue to expand in 1987, marking the fifth year of unbroken growth, according to forecasts by the Reagan Administration, the Federal Reserve Board and private economists. But the pace of growth will hardly be robu",SUSAN F. RASKY,,6,,,The New York Times,,Monday,UNITED STATES ECONOMY|FORECASTS,,,1123,ECONOMIC EXPANSION SEEN FOR '87,,"LEAD: Almost in spite of itself, the United States economy will continue to expand in 1987, marking the fifth year of unbroken growth, according to forecasts by the Reagan Administration, the Federal Reserve Board and private economists.",,,Financial Desk,"RASKY, SUSAN F",,,,,,,Business,,FEDERAL RESERVE BOARD,1,SUSAN F RASKY|RONALD WILSON REAGAN,19870105T000000,5,1,1987,D,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE7D9143AF936A35752C0A961948260,2153,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001123.xml,"('POSITIVE', 0.9994628429412842)",POSITIVE,0.9994628429412842
,,,,,"LEAD: The pianist Jorge Bolet will be the guest soloist with the Orchestra of St. Luke's in a performance of Liszt's Piano Concerto No. 1 in E flat and his ''Hungarian Fantasia for Piano and Orchestra,'' Thursday at 8 P.M. at Carnegie Hall. The orchestra will also play Liszt's ''Hungarian March'' and Dvorak's Symphony No. The pianist Jorge Bolet will be the guest soloist with the Orchestra of St. Luke's in a performance of Liszt's Piano Concerto No. 1 in E flat and his ''Hungarian Fantasia for Piano and Orc",,,6,,,The New York Times,,Monday,MUSIC|CONCERTS AND RECITALS,,,1124,Jorge Bolet to Perform,,"LEAD: The pianist Jorge Bolet will be the guest soloist with the Orchestra of St. Luke's in a performance of Liszt's Piano Concerto No. 1 in E flat and his ''Hungarian Fantasia for Piano and Orchestra,'' Thursday at 8 P.M. at Carnegie Hall. The orchestra will also play Liszt's ''Hungarian March'' and Dvorak's Symphony No.",,,Cultural Desk,,,,,,,,Arts,,ORCHESTRA OF ST LUKE'S,13,JORGE BOLET,19870105T000000,5,1,1987,C,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE0D9143AF936A35752C0A961948260,76,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001124.xml,"('POSITIVE', 0.9986879229545593)",POSITIVE,0.9986879229545593
,,,,,"LEAD: A French military officer said today that there was ''no hope'' for further survivors in a plane crash that killed 49 people and injured two passengers here Saturday. A French military officer said today that there was ''no hope'' for further survivors in a plane crash that killed 49 people and injured two passengers here Saturday. ''The airplane was totally destroyed except for a small bit of the tail,'' said the officer, Col. Y. Guillou, commander of the rescue operation. ''The fire was terrible.'' ","JAMES BROOKE, Special to the New York Times",,1,,,The New York Times,"ABIDJAN, Ivory Coast, Jan. 4",Monday,AIRLINES AND AIRPLANES|ACCIDENTS AND SAFETY,,,1125,'NO HOPE' FOR MORE SURVIVORS IN AFRICA CRASH,,LEAD: A French military officer said today that there was ''no hope'' for further survivors in a plane crash that killed 49 people and injured two passengers here Saturday.,ABIDJAN (IVORY COAST)|BRAZIL,,Foreign Desk,"BROOKE, JAMES",,,,,,,World,,,7,JAMES BROOKE|Y GUILLOU,19870105T000000,5,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE4D7143AF936A35752C0A961948260,403,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001125.xml,"('NEGATIVE', 0.9995410442352295)",NEGATIVE,0.9995410442352295
,,,,,"LEAD: Helen Tubbs, a cafe singer of the 1940's and 50's and the director of the Soldier's, Sailor's and Airmen's Club, a charitable organization, died on Dec. 23 at her home in Manhattan. She was 77 years old. Helen Tubbs, a cafe singer of the 1940's and 50's and the director of the Soldier's, Sailor's and Airmen's Club, a charitable organization, died on Dec. 23 at her home in Manhattan. She was 77 years old. She was born in Minneapolis on March 14, 1909. She studied singing in Minneapolis and then moved t",,,4,,,The New York Times,,Monday,DEATHS,,,1126,HELEN TUBBS,,"LEAD: Helen Tubbs, a cafe singer of the 1940's and 50's and the director of the Soldier's, Sailor's and Airmen's Club, a charitable organization, died on Dec. 23 at her home in Manhattan. She was 77 years old.",,,Obituary,,,,,,,,Obituaries,,,4,HELEN TUBBS,19870105T000000,5,1,1987,B,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE0DF153AF936A35752C0A961948260,104,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001126.xml,"('NEGATIVE', 0.5650759935379028)",NEGATIVE,0.5650759935379028
,,,,,"LEAD: Dr. Ramon Castroviejo, a Spanish-born pioneering eye-surgeon who worked and taught in New York for most of his career, died Thursday in a Madrid hospital after a brief illness. He was 82 years old and had lived in the Spanish capital since his retirement in 1972. Dr. Ramon Castroviejo, a Spanish-born pioneering eye-surgeon who worked and taught in New York for most of his career, died Thursday in a Madrid hospital after a brief illness. He was 82 years old and had lived in the Spanish capital since hi",,,4,,,The New York Times,,Monday,DEATHS|EYES AND EYESIGHT|SURGERY AND SURGEONS,,,1127,"RAMON CASTROVIEJO, 82, DEVELOPER OF CORNEA TRANSPLANT PROCEDURES",,"LEAD: Dr. Ramon Castroviejo, a Spanish-born pioneering eye-surgeon who worked and taught in New York for most of his career, died Thursday in a Madrid hospital after a brief illness. He was 82 years old and had lived in the Spanish capital since his retirement in 1972.",,,Obituary,,,,,,,,Health; Obituaries,,,4,RAMON CASTROVIEJO,19870105T000000,5,1,1987,B,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE1DD153AF936A35752C0A961948260,499,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001127.xml,"('NEGATIVE', 0.6516005396842957)",NEGATIVE,0.6516005396842957
,,,,,"LEAD: The Reagan Administration's proposed budget for the military makes a concession to the preferences of Congress by emphasizing improving the readiness of the forces rather than new weapons, according to confidential budget documents. The Reagan Administration's proposed budget for the military makes a concession to the preferences of Congress by emphasizing improving the readiness of the forces rather than new weapons, according to confidential budget documents. Details of the budget, which will seek $","JOHN H. CUSHMAN Jr., Special to the New York Times",,1,,,The New York Times,"WASHINGTON, Jan. 4",Monday,UNITED STATES ARMAMENT AND DEFENSE|FINANCES|BUDGETS AND BUDGETING,,,1128,PENTAGON'S BUDGET REQUEST LEANING TOWARD READINESS OF ITS FORCES,,"LEAD: The Reagan Administration's proposed budget for the military makes a concession to the preferences of Congress by emphasizing improving the readiness of the forces rather than new weapons, according to confidential budget documents.",UNITED STATES,,National Desk,"CUSHMAN, JOHN H JR",,,,,,,U.S.,,,15,JOHN H JR CUSHMAN|RONALD WILSON REAGAN,19870105T000000,5,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE2DB153AF936A35752C0A961948260,784,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001128.xml,"('NEGATIVE', 0.5567860007286072)",NEGATIVE,0.5567860007286072
,,,,,"LEAD: A recruit who was dismissed from the police academy Friday, his graduation day, fatally shot himself in the head minutes later at the police training center, officials said. The recruit, Michael O'Neal, 25, of Denver, died about nine hours later at a hospital. Deputy City Manager Jim Mullen said Mr. A recruit who was dismissed from the police academy Friday, his graduation day, fatally shot himself in the head minutes later at the police training center, officials said. The recruit, Michael O'Neal, 25",AP,,6,,,The New York Times,"AURORA, Colo.",Monday,"POLICE|SUICIDES AND SUICIDE ATTEMPTS|SUSPENSIONS, DISMISSALS AND RESIGNATIONS",,,1129,Dismissed Recruit a Suicide,,"LEAD: A recruit who was dismissed from the police academy Friday, his graduation day, fatally shot himself in the head minutes later at the police training center, officials said. The recruit, Michael O'Neal, 25, of Denver, died about nine hours later at a hospital. Deputy City Manager Jim Mullen said Mr.",COLORADO|AURORA (COLO),,National Desk,,,,,,,,U.S.,,,10,MICHAEL O'NEAL,19870105T000000,5,1,1987,B,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE7DA153AF936A35752C0A961948260,74,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001129.xml,"('NEGATIVE', 0.9949995279312134)",NEGATIVE,0.9949995279312134
,,,,,"LEAD: MOMIX does what Pilobolus Dance Theater and Mummenschanz do better. Nonetheless, this zany spinoff group from Pilobolus got off to a rip-roaring start Saturday night as a packed house clamored for more at the 92d Street Y's Kaufmann Concert Hall on Lexington Avenue. MOMIX does what Pilobolus Dance Theater and Mummenschanz do better. Nonetheless, this zany spinoff group from Pilobolus got off to a rip-roaring start Saturday night as a packed house clamored for more at the 92d Street Y's Kaufmann Concer",ANNA KISSELGOFF,,1,,,The New York Times,,Monday,DANCING|REVIEWS,,,1130,DANCE: THE MOMIX BLEND OF MOVEMENT AND HUMOR,,"LEAD: MOMIX does what Pilobolus Dance Theater and Mummenschanz do better. Nonetheless, this zany spinoff group from Pilobolus got off to a rip-roaring start Saturday night as a packed house clamored for more at the 92d Street Y's Kaufmann Concert Hall on Lexington Avenue.",,,Cultural Desk,"KISSELGOFF, ANNA",,,,,,,Arts,,MOMIX (DANCE GROUP),15,ANNA KISSELGOFF,19870105T000000,5,1,1987,C,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE4DA153AF936A35752C0A961948260,994,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001130.xml,"('NEGATIVE', 0.8764698505401611)",NEGATIVE,0.8764698505401611
,,,,,"LEAD: Members of the National Society of Film Critics yesterday voted David Lynch's ''Blue Velvet'' best film of 1986. Members of the National Society of Film Critics yesterday voted David Lynch's ''Blue Velvet'' best film of 1986. Mr. Lynch, who wrote and directed ''Blue Velvet'' and described it as ''a film about things that are hidden -within a small city and within people,'' was named best director. With Woodie Allen's ''Hannah and Her Sisters'' finishing second in the best-film category, and third plac",,,5,,,The New York Times,,Monday,"MOTION PICTURES|AWARDS, DECORATIONS AND HONORS",,,1131,CRITICS VOTE 'BLUE VELVET' BEST '86 FILM,,LEAD: Members of the National Society of Film Critics yesterday voted David Lynch's ''Blue Velvet'' best film of 1986.,,,Cultural Desk,,,,,,,,Movies; Arts,,"FILM CRITICS, NATIONAL SOCIETY OF",16,DAVID LYNCH,19870105T000000,5,1,1987,C,,,,BLUE VELVET (MOVIE),,http://query.nytimes.com/gst/fullpage.html?res=9B0DE7D9153AF936A35752C0A961948260,283,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001131.xml,"('POSITIVE', 0.9994825124740601)",POSITIVE,0.9994825124740601
,,,,,"LEAD: VINSON COLE, a tenor with a pleasing and confident lyric voice, made his Metropolitan Opera debut Saturday evening. His arrival is good news, even though one had to extrapolate somewhat from the role of Alfred, the importunate singer in ''Die Fledermaus,'' to discern his qualities. VINSON COLE, a tenor with a pleasing and confident lyric voice, made his Metropolitan Opera debut Saturday evening. His arrival is good news, even though one had to extrapolate somewhat from the role of Alfred, the importun",Will Crutchfield,,5,,,The New York Times,,Monday,OPERA|REVIEWS,,,1132,OPERA: 'DIE FLEDERMAUS',,"LEAD: VINSON COLE, a tenor with a pleasing and confident lyric voice, made his Metropolitan Opera debut Saturday evening. His arrival is good news, even though one had to extrapolate somewhat from the role of Alfred, the importunate singer in ''Die Fledermaus,'' to discern his qualities.",,,Cultural Desk,"CRUTCHFIELD, WILL",,,,,,,Arts,,METROPOLITAN OPERA,15,WILL CRUTCHFIELD,19870105T000000,5,1,1987,C,,,,"FLEDERMAUS, DIE (OPERETTA)",,http://query.nytimes.com/gst/fullpage.html?res=9B0DE4D9153AF936A35752C0A961948260,313,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001132.xml,"('POSITIVE', 0.9998369812965393)",POSITIVE,0.9998369812965393
,,,,,"LEAD: When the Giants face the Washington Redskins next Sunday in the National Conference championship game, it will be their third meeting of the season. When the Giants face the Washington Redskins next Sunday in the National Conference championship game, it will be their third meeting of the season. Teams that played three times in one season are not all that unusual. It has happened 53 times before. It is somewhat rare, however, that the same team wins all three games. That has only happened 12 times, a",Special to the New York Times,,6,,,The New York Times,"EAST RUTHERFORD, N.J., Jan. 4",Monday,FOOTBALL|PLAYOFF GAMES,,,1133,THIRD CHANCE,,"LEAD: When the Giants face the Washington Redskins next Sunday in the National Conference championship game, it will be their third meeting of the season.",,,Sports Desk,,,,,,,,Sports,,NEW YORK GIANTS|WASHINGTON REDSKINS,2,,19870105T000000,5,1,1987,C,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE0D9153AF936A35752C0A961948260,111,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001133.xml,"('POSITIVE', 0.9894859194755554)",POSITIVE,0.9894859194755554
,,,,,"LEAD: SOPRANOS who can sing them love the ''Four Last Songs'' of Richard Strauss, which is a fortunate circumstance in the event of a singer's indisposition. It is usually possible to find another soprano of high caliber to step in, as Carol Vaness did for the ailing Susan Dunn yesterday afternoon with the American Symphony Orchestra. SOPRANOS who can sing them love the ''Four Last Songs'' of Richard Strauss, which is a fortunate circumstance in the event of a singer's indisposition. It is usually possible ",WILL CRUTCHFIELD,,1,,,The New York Times,,Monday,MUSIC|REVIEWS|CONCERTS AND RECITALS,,,1134,MUSIC: VANESS SINGS WITH AMERICAN SYMPHONY,,"LEAD: SOPRANOS who can sing them love the ''Four Last Songs'' of Richard Strauss, which is a fortunate circumstance in the event of a singer's indisposition. It is usually possible to find another soprano of high caliber to step in, as Carol Vaness did for the ailing Susan Dunn yesterday afternoon with the American Symphony Orchestra.",,,Cultural Desk,"CRUTCHFIELD, WILL",,,,,,,Arts,,AMERICAN SYMPHONY ORCHESTRA,14,WILL CRUTCHFIELD|CAROL VANESS,19870105T000000,5,1,1987,C,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE6D8153AF936A35752C0A961948260,544,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001134.xml,"('POSITIVE', 0.9988675117492676)",POSITIVE,0.9988675117492676
,,,,,"LEAD: On the knuckles of Kevin J. Parry's meaty fists you can still see the faded scars of the street battles he fought as a boy growing up in a modest neighborhood here. On the knuckles of Kevin J. Parry's meaty fists you can still see the faded scars of the street battles he fought as a boy growing up in a modest neighborhood here. Mr. Parry remains a fighter, but today the venue has shifted from the playground to the corporate boardroom and to a stretch of ocean near here where the world's best sailboats","NICHOLAS D. KRISTOF, Special to the New York Times",,4,,,The New York Times,"PERTH, Australia, Dec. 31",Monday,BOATS AND BOATING|SAILBOATS AND SAILING|RACES AND REGATTAS,,,1135,FIGHTING FOR A LEAD POSITION,,LEAD: On the knuckles of Kevin J. Parry's meaty fists you can still see the faded scars of the street battles he fought as a boy growing up in a modest neighborhood here.,AUSTRALIA,,Financial Desk,"KRISTOF, NICHOLAS D",,,,,,,Business,,PARRY CORP,1,NICHOLAS D KRISTOF|KEVIN J PARRY,19870105T000000,5,1,1987,D,,,,AMERICA'S CUP,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE3D6153AF936A35752C0A961948260,1052,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001135.xml,"('POSITIVE', 0.5935800671577454)",POSITIVE,0.5935800671577454
,,,,,"LEAD: They have dramatically and suddenly become one of the most exciting teams to watch in hockey. They have new personality, new goal scorers, and at this point, the best goalkeeping tandem around. But the Rangers also have a peculiar situation confronting them. They have dramatically and suddenly become one of the most exciting teams to watch in hockey. They have new personality, new goal scorers, and at this point, the best goalkeeping tandem around. But the Rangers also have a peculiar situation confro",CRAIG WOLFF,,2,,,The New York Times,,Monday,"HOCKEY, ICE|COACHES AND MANAGERS",,,1136,WEBSTER RETURNS FOR RANGERS,,"LEAD: They have dramatically and suddenly become one of the most exciting teams to watch in hockey. They have new personality, new goal scorers, and at this point, the best goalkeeping tandem around. But the Rangers also have a peculiar situation confronting them.",,,Sports Desk,"WOLFF, CRAIG",,,,,,,Sports,,NEW YORK RANGERS,8,CRAIG WOLFF|PHIL ESPOSITO|TOM WEBSTER,19870105T000000,5,1,1987,C,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE4DF123AF936A35752C0A961948260,642,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001136.xml,"('POSITIVE', 0.9987720251083374)",POSITIVE,0.9987720251083374
,,,,,"LEAD: A white canvas apron around her, Zhi Xiuying plowed a metal spatula through the thick white flakes of cabbage in the iron wok, leaving small furrows. A white canvas apron around her, Zhi Xiuying plowed a metal spatula through the thick white flakes of cabbage in the iron wok, leaving small furrows. Satisfied, she poked at scraps of wood glowing in the small stove holding the wok, which stood on a pile of rubble outside her door in the slums of this city's Putuo District. ''I've lived here for 39 years","EDWARD A. GARGAN, Special to the New York Times",,3,,,The New York Times,SHANGHAI,Monday,ECONOMIC CONDITIONS AND TRENDS,,,1137,ERASING THE SLUMS? THE 64-SQUARE-FOOT QUESTION,SHANGHAI JOURNAL,"LEAD: A white canvas apron around her, Zhi Xiuying plowed a metal spatula through the thick white flakes of cabbage in the iron wok, leaving small furrows.","CHINA, PEOPLE'S REPUBLIC OF|SHANGHAI (CHINA)",,Foreign Desk,"GARGAN, EDWARD A",,,,,,,World,,,4,EDWARD A GARGAN,19870105T000000,5,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE3DF123AF936A35752C0A961948260,1036,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001137.xml,"('NEGATIVE', 0.9945893883705139)",NEGATIVE,0.9945893883705139
,,,,,"LEAD: As he prepares to take over the country's largest private pension fund system, Clifton R. Wharton Jr. has not only been meeting with the organization's top executives, but with its chief critics as well. As he prepares to take over the country's largest private pension fund system, Clifton R. Wharton Jr. has not only been meeting with the organization's top executives, but with its chief critics as well. Dr. Wharton, the Chancellor of the State University of New York, was recently named chairman and c",,,5,,,The New York Times,,Monday,,,,1138,Leader of Pension Fund Plans 'New Strategies',BUSINESS PEOPLE,"LEAD: As he prepares to take over the country's largest private pension fund system, Clifton R. Wharton Jr. has not only been meeting with the organization's top executives, but with its chief critics as well.",,,Financial Desk,,,,,,,,Business,,TEACHERS INSURANCE AND ANNUITY ASSN|COLLEGE RETIREMENT EQUITIES FUND,2,CLIFTON R JR WHARTON,19870105T000000,5,1,1987,D,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE7D9123AF936A35752C0A961948260,381,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001138.xml,"('POSITIVE', 0.9983607530593872)",POSITIVE,0.9983607530593872
,,,,,"LEAD: People Express, airline to the backpack set, has now formally merged into the Texas Air Corporation, the world's largest private air carrier. By Feb. 1, People's brown and tan planes will be repainted in the red, white and gold of Texas Air's Continental subsidiary. No one's likely to miss People's late arrivals, overbooking or perpetually busy phones, but plenty of travelers will mourn fares low enough to drive Greyhound to sell its bus business. People Express, airline to the backpack set, has now f",,,1,,,The New York Times,,Monday,"AIRLINES AND AIRPLANES|EDITORIALS|FARES|MERGERS, ACQUISITIONS AND DIVESTITURES",,,1139,"Did Low Air Fares Die, Too?",,"LEAD: People Express, airline to the backpack set, has now formally merged into the Texas Air Corporation, the world's largest private air carrier. By Feb. 1, People's brown and tan planes will be repainted in the red, white and gold of Texas Air's Continental subsidiary. No one's likely to miss People's late arrivals, overbooking or perpetually busy phones, but plenty of travelers will mourn fares low enough to drive Greyhound to sell its bus business.",,,Editorial Desk,,,,,,,,Opinion,,PEOPLE EXPRESS AIRLINES|TEXAS AIR CORP,16,,19870105T000000,5,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE7D8123AF936A35752C0A961948260,534,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001139.xml,"('NEGATIVE', 0.9825304746627808)",NEGATIVE,0.9825304746627808
,,,,,"LEAD: Does America's Government-sanctioned ''maquiladora'' program with Mexico keep American companies from moving operations to Asia? Or does it encourage American business to look for cheaper labor south of the border? Does America's Government-sanctioned ''maquiladora'' program with Mexico keep American companies from moving operations to Asia? Or does it encourage American business to look for cheaper labor south of the border? Either way, the program serves America's long-term interests: it reduces the",,,1,,,The New York Times,,Monday,EDITORIALS|UNITED STATES INTERNATIONAL RELATIONS|ECONOMIC CONDITIONS AND TRENDS|FACTORIES AND INDUSTRIAL PLANTS,,,1140,Hecho en Mexico,,LEAD: Does America's Government-sanctioned ''maquiladora'' program with Mexico keep American companies from moving operations to Asia? Or does it encourage American business to look for cheaper labor south of the border?,MEXICO,,Editorial Desk,,,,,,,,Opinion,,,16,,19870105T000000,5,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE5D8123AF936A35752C0A961948260,398,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001140.xml,"('NEGATIVE', 0.99802565574646)",NEGATIVE,0.99802565574646
,,,,,"LEAD: Japan has decided to drop barriers to orange imports but to maintain quotas on beef after the United States-Japan agreement on those products expires in 1988, the newspaper The Asahi Shimbun reported today. Japan agreed to import 93,000 tons of oranges from the United States in fiscal year 1984 and increase imports by 11,000 tons a year, reaching 126,000 tons in fiscal 1987, the last year of the agreement. Japan has decided to drop barriers to orange imports but to maintain quotas on beef after the Un",AP,,2,,,The New York Times,"TOKYO, Jan. 4",Monday,ORANGES|INTERNATIONAL TRADE AND WORLD MARKET|IMPORT QUOTAS|MEAT,,,1141,Japan Trade Move Seen,,"LEAD: Japan has decided to drop barriers to orange imports but to maintain quotas on beef after the United States-Japan agreement on those products expires in 1988, the newspaper The Asahi Shimbun reported today. Japan agreed to import 93,000 tons of oranges from the United States in fiscal year 1984 and increase imports by 11,000 tons a year, reaching 126,000 tons in fiscal 1987, the last year of the agreement.",JAPAN|UNITED STATES,,Financial Desk,,,,,,,,Business,,,7,,19870105T000000,5,1,1987,D,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DEFD8123AF936A35752C0A961948260,76,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001141.xml,"('NEGATIVE', 0.8266285061836243)",NEGATIVE,0.8266285061836243
,,,,,"LEAD: Hours after the Washington Redskins disposed of the Chicago Bears, Coach Joe Gibbs said he was ''tossing and turning,'' thinking of a way to beat the Giants. Gibbs had good reason to be worried. Hours after the Washington Redskins disposed of the Chicago Bears, Coach Joe Gibbs said he was ''tossing and turning,'' thinking of a way to beat the Giants. Gibbs had good reason to be worried. ''I know there won't be any need for any pep talks this week,'' Gibbs said today after watching the Giants rout the ",AP,,5,,,The New York Times,"WASHINGTON, Jan. 4",Monday,FOOTBALL|PLAYOFF GAMES,,,1142,GIBBS OF REDSKINS SPURNS PEP TALKS,,"LEAD: Hours after the Washington Redskins disposed of the Chicago Bears, Coach Joe Gibbs said he was ''tossing and turning,'' thinking of a way to beat the Giants. Gibbs had good reason to be worried.",,,Sports Desk,,,,,,,,Sports,,WASHINGTON REDSKINS|CHICAGO BEARS,2,,19870105T000000,5,1,1987,C,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE5D7123AF936A35752C0A961948260,662,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001142.xml,"('NEGATIVE', 0.8950306177139282)",NEGATIVE,0.8950306177139282
,,,,,"LEAD: The Government has intensified its investigation into reports of fuel tank fires on ambulances, but a consumer group said today the inquiry should be expanded to cover more than 320,000 vehicles in private use as well. The Government has intensified its investigation into reports of fuel tank fires on ambulances, but a consumer group said today the inquiry should be expanded to cover more than 320,000 vehicles in private use as well. The Center for Auto Safety said it plans to ask the National Highway",AP,,1,,,The New York Times,"WASHINGTON, Jan. 4",Monday,FIRES AND FIREMEN|AMBULANCES|VANS|ACCIDENTS AND SAFETY|RECALLS AND BANS OF PRODUCTS,,,1143,RECALL IS SOUGHT ON SOME FORD VANS,,"LEAD: The Government has intensified its investigation into reports of fuel tank fires on ambulances, but a consumer group said today the inquiry should be expanded to cover more than 320,000 vehicles in private use as well.",,,National Desk,,,,,,,,U.S.,,"AUTO SAFETY, CENTER FOR|NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION|FORD MOTOR CO",11,,19870105T000000,5,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DEFD7123AF936A35752C0A961948260,558,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001143.xml,"('NEGATIVE', 0.9746538996696472)",NEGATIVE,0.9746538996696472
